Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
02/13/2021,220,8,28,23,61,40,36,29,19,7,5,0,118,102,0,70,13,40,55,10,32,0,0,0,1,0,1,3,3,0,3,5,0,2,1,1,4,0,0,1,3,0,7,1,5,4,7,0,17,11,0,4,1,9,8,5,1
04/28/2020,1324,56,174,68,247,232,253,248,156,68,52,0,626,676,22,584,17,245,110,83,285,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,21,40,28,29,26,0,73,101,0,63,6,61,29,15,0
04/19/2020,459,35,158,7,66,60,66,75,75,50,60,0,207,252,0,143,21,175,55,21,44,0,0,0,3,7,7,5,13,0,11,24,0,13,2,13,5,2,0,1,13,7,16,37,30,30,24,0,69,89,0,57,6,63,22,7,3
01/01/2021,266,20,72,28,60,49,37,34,19,21,18,0,132,131,3,58,8,48,70,13,69,0,0,1,1,0,6,4,8,0,8,12,0,6,1,6,6,1,0,0,3,10,6,17,8,12,16,0,34,38,0,23,2,27,16,2,2
04/21/2020,875,36,171,20,148,164,160,154,109,56,64,0,439,436,0,358,13,208,120,37,139,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,16,34,37,34,34,0,73,98,0,54,4,72,29,10,2
11/05/2020,2637,6,115,289,763,579,387,313,186,70,50,0,1375,1248,14,956,43,335,501,136,666,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,3,1,0,2,8,12,9,20,31,18,15,0,51,64,0,33,3,47,21,8,3
05/06/2021,399,8,56,63,100,83,49,45,39,13,7,0,218,181,0,92,6,144,57,13,87,0,0,0,0,1,4,1,2,0,5,3,0,3,0,4,1,0,0,0,8,1,6,15,12,11,3,0,33,23,0,10,2,34,8,0,2
02/25/2021,281,8,21,33,70,60,52,19,25,17,5,0,132,148,1,87,11,40,73,15,55,0,0,0,0,0,1,5,2,0,2,6,0,4,0,1,3,0,0,0,2,2,1,5,4,6,1,0,9,12,0,5,4,9,3,0,0
04/26/2021,648,5,58,120,154,142,95,90,32,9,6,0,351,296,1,160,15,246,82,26,119,0,0,0,0,0,1,1,3,0,3,2,0,1,0,1,3,0,0,1,4,10,11,9,13,3,7,0,37,21,0,11,1,35,7,1,3
02/12/2021,357,13,29,42,106,68,48,25,40,20,8,0,168,189,0,86,15,62,102,29,63,0,0,1,2,2,2,3,3,0,5,8,0,3,0,4,6,0,0,1,2,2,4,4,8,6,2,0,13,16,0,3,1,14,7,3,1
07/24/2021,182,0,14,41,50,32,15,23,14,3,4,0,86,95,1,26,4,55,46,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,4,2,0,2,0,9,5,0,3,0,9,1,0,1
03/25/2021,670,3,33,74,240,159,82,58,35,17,5,0,308,361,1,140,19,120,221,39,131,0,0,0,1,0,1,0,1,0,1,2,0,1,0,1,1,0,0,1,2,5,6,6,7,5,1,0,12,21,0,8,0,15,7,2,1
10/27/2020,1628,4,89,202,453,341,252,179,117,53,31,0,842,783,3,625,37,231,331,93,311,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,2,7,13,23,20,9,11,0,51,38,0,24,3,37,18,4,3
07/17/2020,326,3,26,35,103,66,48,35,21,13,5,0,168,156,2,127,6,78,54,17,44,0,0,0,0,2,0,0,1,0,1,2,0,2,0,1,0,0,0,0,5,2,9,3,2,3,2,0,11,15,0,5,0,14,5,0,2
11/30/2020,2391,22,124,282,558,500,370,319,199,99,64,0,1271,1117,3,823,74,340,414,99,641,0,0,0,2,1,4,10,5,0,10,12,0,6,1,7,7,1,0,3,14,10,10,15,21,30,21,0,68,56,0,38,11,44,27,3,1
07/29/2021,267,0,17,36,74,80,39,23,9,6,0,0,146,119,2,44,6,83,76,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,0,1,0,9,8,0,3,2,10,1,0,1
02/15/2021,257,7,23,35,61,59,36,29,21,13,3,0,125,131,1,63,10,36,71,15,62,0,0,0,0,1,1,3,2,0,4,3,0,1,0,3,3,0,0,1,1,4,2,3,8,3,1,0,10,13,0,2,1,14,5,0,1
03/01/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
05/10/2020,307,38,100,17,60,52,64,42,41,14,17,0,138,169,0,121,7,65,37,14,63,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,10,30,15,11,0,37,63,0,42,4,34,12,6,2
01/22/2021,736,12,49,102,171,143,117,98,61,30,14,0,386,349,1,230,21,140,150,46,149,0,0,0,0,2,4,4,2,0,5,7,0,4,0,4,4,0,0,2,2,5,8,6,12,7,7,0,16,33,0,14,1,20,9,3,2
06/08/2021,74,4,15,21,17,13,7,6,7,2,1,0,45,29,0,23,3,31,7,3,7,0,0,0,0,1,1,2,0,0,1,3,0,2,0,1,1,0,0,1,2,3,0,2,4,2,1,0,9,6,0,5,2,5,3,0,0
04/29/2021,529,7,48,111,116,109,71,63,34,13,12,0,265,263,1,129,12,178,85,17,108,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,2,1,0,2,4,3,6,10,9,9,5,0,25,23,0,10,1,31,3,2,1
01/28/2021,608,10,46,82,144,108,95,80,53,29,17,0,306,301,1,188,17,100,144,31,128,0,1,0,0,0,2,3,4,0,5,5,0,3,1,4,2,0,0,1,2,2,3,4,8,12,14,0,20,26,0,9,0,16,13,4,4
12/23/2020,1222,21,95,140,289,222,193,166,118,62,32,0,634,582,6,431,48,211,228,55,249,0,0,0,2,2,5,5,7,0,6,15,0,8,1,5,7,0,0,1,3,4,4,15,20,26,22,0,43,52,0,23,7,35,26,3,1
11/10/2020,3359,14,140,397,819,690,548,438,286,126,55,0,1722,1627,10,1220,87,455,660,144,793,0,0,0,1,0,1,7,5,0,10,4,0,3,0,8,3,0,0,0,4,12,15,24,32,32,21,0,61,79,0,42,2,51,28,11,6
11/12/2020,2931,17,114,330,744,571,495,382,256,114,39,0,1502,1422,7,974,54,408,596,148,751,0,0,0,0,2,6,3,6,0,10,7,0,4,1,6,6,0,0,4,5,8,12,19,32,21,13,0,64,50,0,26,2,40,28,10,8
04/27/2021,564,5,56,101,143,112,79,63,41,14,11,0,289,274,1,137,16,219,70,30,92,0,0,0,1,1,1,1,1,0,2,3,0,2,0,3,0,0,0,1,4,8,6,13,12,5,7,0,32,24,0,8,1,37,8,2,0
08/12/2021,200,0,,18,51,68,31,21,5,5,1,0,99,101,0,37,13,48,72,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
06/15/2020,235,20,31,36,57,42,34,30,25,9,2,0,131,102,2,102,5,51,22,9,46,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,6,3,2,5,8,0,3,0,21,10,0,12,1,11,6,0,1
04/01/2021,715,2,43,90,230,165,88,71,41,26,4,0,366,348,1,151,30,164,199,39,132,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,7,4,6,9,8,8,1,0,24,19,0,8,0,24,8,0,3
03/30/2020,439,12,158,6,54,78,81,82,59,43,36,0,217,222,0,85,12,210,79,16,37,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,9,17,32,35,32,24,0,68,90,0,25,2,101,21,8,1
07/25/2020,156,8,21,29,34,33,25,16,7,9,3,0,79,77,0,59,7,32,31,9,18,0,0,0,1,1,3,1,2,0,4,4,0,2,0,3,3,0,0,0,0,3,5,2,4,4,3,0,12,9,0,3,0,12,4,1,1
06/12/2020,248,21,24,32,61,42,46,27,21,8,11,0,141,103,4,129,2,41,23,6,47,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,1,1,1,6,7,5,2,0,11,13,0,11,0,10,2,0,1
02/16/2021,213,5,34,24,65,30,43,22,17,8,4,0,113,99,1,42,7,37,66,12,49,0,0,0,0,0,1,3,1,0,1,4,0,2,0,2,1,0,0,0,2,3,4,7,7,6,5,0,24,10,0,7,1,16,8,1,1
10/31/2020,1068,10,82,136,273,223,169,130,86,39,12,0,543,524,1,335,34,138,233,60,268,0,0,1,0,2,1,5,1,0,2,8,0,4,1,2,3,0,0,2,6,4,14,13,21,15,7,0,38,44,0,22,3,31,17,4,5
03/25/2020,367,5,124,2,51,71,72,82,33,36,20,0,169,198,0,49,10,186,86,18,18,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,24,16,28,17,0,54,70,0,13,2,91,15,3,0
10/28/2020,1740,8,91,213,462,403,289,192,110,50,21,0,905,826,9,662,36,236,331,83,392,0,0,0,1,1,4,2,0,0,1,7,0,3,0,3,2,0,0,4,8,9,10,15,16,15,14,0,50,41,0,21,2,36,28,3,1
01/14/2021,1053,15,59,136,221,232,175,126,93,46,24,0,546,504,3,362,55,152,213,51,220,0,0,0,1,2,3,2,7,0,3,12,0,5,4,3,3,0,0,0,2,7,6,7,10,19,8,0,32,27,0,15,2,23,13,4,2
02/23/2021,315,11,18,31,91,63,37,49,25,12,7,0,155,158,2,80,13,69,75,13,65,0,0,0,1,2,2,3,3,0,4,7,0,3,0,4,4,0,0,0,3,1,3,4,2,3,2,0,12,6,0,2,1,8,5,1,1
06/04/2020,319,15,31,27,91,63,54,40,26,10,8,0,160,156,3,146,5,65,27,9,67,0,0,2,1,0,6,4,2,0,6,9,0,6,1,8,0,0,0,0,5,1,6,5,10,3,1,0,17,14,0,11,1,10,6,1,2
11/13/2020,2695,19,121,333,649,539,403,344,244,123,60,0,1449,1236,10,930,63,406,499,125,672,0,0,0,0,4,2,6,7,0,8,11,0,6,0,5,8,0,0,1,9,13,6,18,31,28,15,0,47,74,0,41,2,43,26,3,6
06/01/2020,235,21,63,21,51,35,33,35,17,17,26,0,137,97,1,88,8,50,36,10,43,0,0,0,1,2,4,4,10,0,12,9,0,6,1,10,4,0,0,2,3,11,7,9,7,11,13,0,28,35,0,18,1,28,11,0,5
12/17/2020,1350,23,89,169,327,256,198,183,123,50,43,1,710,636,4,531,44,205,225,58,287,0,0,1,1,3,6,2,10,0,8,15,0,9,0,7,7,0,0,1,5,9,5,13,23,13,19,1,43,45,1,26,4,36,14,2,7
04/22/2021,575,4,69,106,147,128,79,57,34,15,9,0,305,269,1,144,25,175,92,21,118,0,0,0,1,2,0,1,0,0,2,2,0,1,1,2,0,0,0,1,4,13,14,14,8,10,5,0,32,37,0,18,2,36,8,1,4
07/12/2020,97,4,15,7,33,15,19,11,3,7,2,0,52,45,0,27,4,25,20,4,17,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,3,0,0,1,3,0,1,2,2,5,1,0,6,9,0,3,2,8,1,0,1
06/23/2021,47,0,6,7,10,11,9,6,2,0,2,0,28,19,0,10,1,15,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,4,2,0,2,0,4,0,0,0
11/29/2020,897,17,92,105,216,191,130,115,77,41,22,0,450,443,4,203,27,146,177,43,301,0,0,0,0,2,5,7,3,0,2,15,0,7,1,8,1,0,0,1,2,13,10,16,22,15,13,0,39,53,0,30,5,29,16,4,8
04/16/2020,679,31,152,8,118,114,119,121,95,63,41,0,322,357,0,235,16,204,91,28,105,0,0,0,2,3,6,8,12,0,14,17,0,5,3,16,7,0,0,0,5,10,15,33,33,32,24,0,57,94,1,44,2,71,22,11,2
08/01/2021,197,4,14,22,51,45,28,21,23,6,1,0,101,96,0,45,6,44,61,6,35,0,2,0,1,0,0,0,1,0,2,2,0,2,1,0,1,0,0,0,1,3,2,2,5,0,1,0,6,8,0,4,0,4,2,1,3
02/07/2021,212,8,38,23,48,46,30,31,14,13,7,0,111,99,2,54,8,39,60,15,36,0,0,0,0,1,1,4,2,0,3,5,0,1,1,4,2,0,0,1,6,4,3,7,5,7,5,0,20,18,0,8,1,16,10,1,2
05/27/2021,122,5,18,19,32,22,15,10,15,6,3,0,65,57,0,35,0,50,15,3,19,0,0,0,0,0,2,2,1,0,4,1,0,0,0,4,1,0,0,0,0,3,3,2,5,2,3,0,11,7,0,5,0,9,1,2,1
07/18/2021,90,0,6,12,27,20,11,7,7,4,2,0,50,40,0,17,1,20,27,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,4,2,0,1,0,4,0,0,1
06/26/2020,220,13,29,18,61,49,29,26,17,11,9,0,121,98,1,69,5,43,42,4,57,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,8,4,5,0,11,17,1,5,2,15,3,2,2
08/07/2021,281,0,22,41,69,73,38,30,18,9,3,0,143,137,1,58,15,68,82,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,4,3,2,3,0,11,11,0,5,0,10,6,0,1
02/02/2021,647,6,47,68,158,124,104,84,64,26,19,0,315,330,2,186,25,130,166,24,116,0,0,0,0,0,3,1,2,0,3,3,0,1,0,3,2,0,0,2,5,2,6,11,8,7,6,0,26,21,0,14,2,19,9,0,3
11/21/2020,1262,18,99,160,293,248,194,161,115,60,31,0,640,621,1,382,46,178,276,71,309,0,0,0,0,3,4,4,7,0,8,10,0,6,2,7,3,0,0,3,6,12,16,9,16,17,20,0,42,57,0,26,3,40,22,5,3
12/25/2020,160,20,69,8,33,24,20,16,21,17,21,0,75,84,1,38,9,43,29,16,25,0,0,1,0,2,6,4,7,0,6,14,0,8,0,4,8,0,0,0,4,7,7,7,14,11,19,0,37,32,0,27,2,25,14,1,0
09/27/2020,168,1,30,15,52,32,24,22,11,9,3,0,94,74,0,51,2,27,43,11,34,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,2,6,4,8,6,1,0,18,12,0,9,1,10,7,1,2
03/21/2021,220,4,49,28,68,42,29,24,17,8,4,0,101,119,0,49,10,50,73,11,27,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,1,6,7,3,8,9,8,7,0,30,19,0,10,1,24,12,0,2
12/24/2020,622,21,49,70,129,129,82,85,66,32,29,0,305,312,5,141,19,102,178,37,145,0,0,0,0,0,7,5,9,0,8,13,0,6,2,9,4,0,0,2,1,3,8,6,9,8,12,0,23,26,0,12,2,17,14,3,1
12/14/2020,1461,21,106,159,330,300,213,201,128,81,49,0,767,687,7,389,47,258,252,69,446,0,0,0,0,2,3,10,6,0,13,8,0,11,2,6,2,0,0,7,5,9,11,17,20,18,19,0,47,59,0,33,0,44,20,4,5
01/24/2021,339,16,47,34,82,71,46,43,30,23,10,0,171,168,0,64,18,55,114,15,73,0,0,0,1,2,2,8,3,0,11,5,0,6,1,7,2,0,0,0,3,2,6,5,11,13,7,0,24,23,0,9,4,21,8,3,2
10/26/2020,1540,8,78,193,404,302,257,180,117,66,21,0,783,754,3,524,44,255,314,66,337,0,0,0,0,0,0,2,6,0,4,4,0,4,0,0,4,0,0,0,5,5,5,18,16,18,11,0,32,46,0,25,2,22,22,2,5
06/17/2021,35,2,6,7,7,9,3,3,5,1,0,0,16,19,0,10,1,8,10,2,4,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,3,1,0,0,0,5,1,0,4,0,1,1,0,0
12/04/2020,1855,32,104,240,409,341,306,272,158,85,44,0,938,909,8,590,58,286,315,92,514,0,0,1,1,4,4,7,15,0,14,18,0,16,1,6,9,0,0,4,6,15,12,19,20,16,12,0,49,55,0,28,4,45,16,8,3
06/25/2020,249,11,22,22,70,65,36,21,20,11,4,0,124,125,0,85,4,60,42,8,50,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,3,1,4,4,3,6,1,0,12,10,0,6,0,12,2,1,1
11/15/2020,834,13,124,86,191,162,137,110,84,35,28,1,443,391,0,220,24,132,227,56,175,0,0,0,0,0,5,4,4,0,7,6,0,7,1,4,1,0,0,4,8,8,17,13,25,26,23,0,70,54,0,44,2,52,19,5,2
12/19/2020,853,23,80,96,172,162,160,119,75,40,29,0,449,396,8,270,42,107,178,56,200,0,0,0,0,0,5,7,11,0,10,13,0,8,1,6,8,0,0,2,8,4,5,17,17,12,15,0,43,37,0,27,3,31,12,2,5
07/23/2021,233,2,20,40,56,63,28,20,14,8,4,0,128,105,0,42,2,64,54,13,58,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,5,3,3,4,0,4,1,0,11,9,0,5,0,9,4,1,1
05/15/2021,176,5,42,38,38,33,18,27,12,6,4,0,92,84,0,48,2,70,21,6,29,0,0,0,0,0,1,1,3,0,2,3,0,2,0,1,2,0,0,1,4,5,4,13,7,3,5,0,16,26,0,11,1,19,9,1,1
07/31/2021,250,5,26,31,63,61,38,22,17,11,7,0,134,115,1,47,7,68,66,12,50,0,1,1,0,1,0,1,1,0,2,3,0,1,0,4,0,0,0,1,3,4,6,3,4,3,2,0,12,14,0,3,0,15,6,1,1
09/01/2020,331,3,17,34,97,70,39,45,32,8,6,0,178,153,0,131,4,56,80,7,53,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,1,2,7,2,2,1,2,0,8,9,0,5,0,8,2,1,1
08/08/2020,177,3,16,22,56,27,32,18,14,3,5,0,94,81,2,66,6,39,40,7,19,0,0,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,1,2,4,3,2,3,0,6,10,0,8,1,5,2,0,0
07/13/2021,97,2,11,13,21,32,7,10,6,6,2,0,47,50,0,20,2,30,21,3,21,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,2,1,1,0,3,0,0,7,4,0,3,1,6,1,0,0
11/09/2020,3232,14,145,386,833,618,530,430,252,118,65,0,1630,1586,16,1188,69,431,674,141,729,0,0,0,0,1,3,7,3,0,5,9,0,6,0,0,8,0,0,1,6,15,13,26,30,34,20,0,72,73,0,41,6,57,30,3,8
12/12/2020,913,21,79,110,214,177,135,124,90,45,18,0,467,444,2,290,27,136,216,33,211,0,0,0,0,2,5,5,9,0,10,11,0,3,2,9,7,0,0,1,2,5,7,18,18,17,11,0,37,42,0,15,5,38,12,3,6
04/18/2021,309,7,53,40,70,77,45,43,18,9,7,0,171,138,0,54,12,122,60,15,46,0,0,0,0,4,0,1,2,0,5,2,0,3,1,3,0,0,0,2,5,4,8,17,9,5,3,0,27,26,0,7,0,35,7,1,3
04/24/2020,1074,54,168,30,177,172,186,189,157,74,89,0,513,552,9,421,30,224,147,58,194,0,1,2,0,6,12,15,18,0,19,35,0,14,2,22,16,0,0,3,4,22,16,35,40,25,23,0,76,92,0,68,4,60,24,10,2
08/07/2020,418,2,25,65,108,83,55,48,35,14,10,0,198,219,1,182,9,69,89,17,52,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,2,3,5,0,5,5,2,3,0,14,11,0,9,0,12,2,1,1
10/20/2020,1196,5,56,159,308,231,199,141,88,48,22,0,605,590,1,476,35,139,278,40,228,0,0,0,0,2,1,1,1,0,2,3,0,1,0,2,2,0,0,1,4,5,4,8,12,14,8,0,30,26,0,17,1,18,18,1,1
01/03/2021,648,20,63,74,180,131,82,73,60,30,18,0,326,321,1,140,36,111,191,29,141,0,0,0,1,0,4,7,8,0,10,10,0,9,2,5,4,0,0,1,6,1,8,5,14,16,12,0,29,34,0,16,4,25,11,2,5
11/27/2020,1253,21,136,131,257,220,206,179,138,76,46,0,657,592,4,344,38,214,248,66,343,0,0,0,0,2,4,7,8,0,9,12,0,6,2,10,3,0,0,3,5,7,18,19,32,30,22,0,61,75,0,39,4,55,28,2,8
05/19/2021,278,7,39,45,71,64,25,30,32,7,4,0,147,131,0,69,6,117,30,12,44,0,0,0,1,1,0,2,3,0,6,1,0,1,1,3,2,0,0,0,7,5,4,6,10,6,1,0,20,19,0,4,0,30,3,2,0
03/26/2021,590,6,37,75,213,129,68,54,34,6,11,0,285,305,0,154,23,100,184,39,90,0,0,0,0,2,2,0,2,0,4,2,0,0,1,4,1,0,0,1,7,0,6,8,5,6,4,0,16,21,0,6,0,21,9,1,0
07/15/2021,131,0,7,15,44,27,20,13,9,3,0,0,75,54,2,15,6,43,33,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,2,5,0,0,0,7,0,0,0
06/02/2021,101,7,17,19,27,16,6,19,8,5,1,0,60,41,0,15,5,35,20,5,21,0,0,0,0,2,3,2,0,0,5,2,0,2,0,4,1,0,0,0,3,4,2,4,1,2,1,0,12,5,0,2,1,10,3,1,0
05/20/2020,771,29,94,58,210,132,138,107,72,36,18,0,403,361,7,358,4,150,63,24,172,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,8,4,8,14,22,20,15,0,48,46,0,34,1,39,11,3,6
05/29/2020,460,20,50,33,115,70,85,75,42,18,22,0,249,207,4,217,9,100,35,17,82,0,0,0,1,3,5,6,5,0,11,9,0,7,0,10,2,1,0,3,0,4,7,11,9,8,8,0,31,19,0,11,1,26,9,2,1
09/05/2020,203,3,23,23,61,40,34,21,17,6,1,0,94,109,0,85,3,27,49,3,36,0,0,0,0,1,0,1,1,0,1,2,0,2,0,1,0,0,0,0,1,3,3,5,5,3,3,0,14,9,0,7,0,6,9,0,1
11/11/2020,2489,9,130,267,682,515,361,320,211,79,54,0,1306,1173,10,577,67,360,527,137,821,0,0,0,0,1,5,1,2,0,3,6,0,5,0,2,2,0,0,2,11,8,14,21,28,19,27,0,71,59,0,30,2,52,37,6,3
03/18/2021,416,3,33,55,162,77,52,40,22,3,5,0,201,215,0,74,13,85,146,19,79,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,4,4,11,2,1,0,16,17,0,4,2,15,8,4,0
03/14/2021,183,4,18,24,55,36,32,17,14,5,0,0,87,96,0,37,8,32,57,18,31,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,1,1,3,1,4,5,2,1,0,8,10,0,1,0,11,4,1,1
07/01/2021,32,2,7,5,11,8,5,1,2,0,0,0,15,17,0,6,1,8,7,1,9,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,2,1,1,0,0,0,4,3,0,1,0,6,0,0,0
08/08/2021,235,2,20,37,67,45,32,20,12,16,6,0,131,104,0,45,6,66,61,18,39,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,2,4,2,4,1,4,1,0,10,10,0,5,1,14,0,0,0
05/14/2020,777,45,131,49,167,151,132,109,95,43,31,0,397,369,11,329,13,164,73,33,165,1,0,4,1,5,5,7,22,0,22,23,0,13,4,21,6,1,0,2,7,9,16,18,39,26,14,0,55,76,0,46,4,49,18,10,4
04/14/2021,770,7,53,141,213,176,115,62,37,11,15,0,410,360,0,176,25,221,162,35,151,0,0,1,0,1,1,2,2,0,3,4,0,2,0,3,1,0,1,4,5,8,6,5,11,4,10,0,31,22,0,11,1,32,5,3,1
02/19/2021,319,7,32,46,83,63,41,43,13,16,14,0,164,154,1,80,11,52,74,24,78,0,0,0,1,0,1,3,2,0,2,5,0,1,0,5,1,0,0,0,3,5,2,3,5,3,11,0,15,17,0,7,2,16,4,0,3
04/17/2020,777,43,148,16,129,126,143,144,119,49,51,0,388,387,2,287,23,205,120,46,96,0,0,1,2,5,7,13,15,0,14,29,0,11,2,19,11,0,0,3,6,12,18,33,31,26,19,0,66,82,0,50,7,56,19,12,4
09/21/2020,421,2,26,51,123,85,57,46,34,18,7,0,216,202,3,211,5,43,89,15,58,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,3,4,3,4,6,3,3,0,15,11,0,13,0,9,2,1,1
04/15/2021,623,8,59,141,156,131,80,51,37,17,10,0,320,303,0,154,15,192,124,30,108,0,0,1,1,1,2,2,1,0,0,8,0,2,0,5,1,0,0,1,3,6,6,10,17,10,6,0,35,24,0,9,1,32,11,3,3
06/16/2020,211,11,24,18,59,37,32,32,21,3,9,0,118,92,1,75,5,53,21,5,52,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,4,2,3,3,5,2,4,0,16,8,0,7,1,12,3,0,1
06/24/2021,43,0,11,7,13,10,7,4,0,1,1,0,23,20,0,7,2,17,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0,0,0,0,4,7,0,1,2,4,3,1,0
06/19/2020,220,15,38,28,69,38,29,24,16,9,7,0,112,106,2,91,2,51,29,10,37,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,4,2,6,7,8,4,4,0,19,19,0,12,0,20,5,1,0
07/03/2021,49,0,6,6,12,17,7,5,1,0,1,0,22,26,1,10,2,15,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,5,0,3,0,2,1,0,0
09/11/2020,343,5,19,51,94,83,40,37,21,14,3,0,171,171,1,151,6,40,85,14,47,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,3,2,1,5,5,1,2,0,9,10,0,11,1,3,3,1,0
06/11/2020,203,10,28,19,63,27,29,33,19,9,4,0,108,90,5,95,3,36,28,6,35,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,6,3,4,0,9,19,0,13,0,9,6,0,0
08/28/2020,382,4,25,66,109,61,50,47,29,15,5,0,184,198,0,165,8,67,79,14,49,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,2,1,8,2,3,4,4,0,13,12,0,9,0,12,3,1,0
07/26/2021,299,2,24,56,82,71,32,29,18,5,6,0,161,137,1,42,7,79,71,17,83,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,6,2,4,2,2,3,4,0,12,12,0,5,0,15,4,0,0
08/30/2020,100,5,22,12,24,16,18,14,8,4,4,0,49,51,0,26,1,22,32,5,14,0,0,0,0,0,0,3,2,0,4,1,0,1,0,4,0,0,0,2,2,1,2,4,4,2,5,0,9,13,0,6,0,9,5,0,2
